target_node,root_cause_node,issue_type,severity,affected_column,paths,IssueNumber,DetailedPathDescription,timestamp,textual_representation,structured_textual_summary
payforadoption_AWS::ECS::Container,amazon.com_remote,latency,0.12644677,latency_p90,"['payforadoption_AWS::ECS::Container', 'amazon.com_remote']",1_21,The path of the issue is from payforadoption_AWS::ECS::Container to amazon.com_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.12644677 was detected. Root Cause Node: amazon.com_remote, Target Node: payforadoption_AWS::ECS::Container, Affected Metric: latency_p90. Path: ['payforadoption_AWS::ECS::Container', 'amazon.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.12644677, Root Cause: amazon.com_remote."
PetSite,PetSearch_AWS::ECS::Fargate,latency,0.050333149,latency_Average,"['PetSite', 'PetSearch_AWS::ECS::Fargate']",0_40,The path of the issue is from PetSite to PetSearch_AWS::ECS::Fargate.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.050333149 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.050333149, Root Cause: PetSearch_AWS::ECS::Fargate."
AWS::StepFunctions::StateMachine,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.040083891,latency_p99,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']",2_15,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda, to lambda_step_readDDB_AWS::Lambda::Function.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.040083891 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p99. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.040083891, Root Cause: StepFnStateMachine76D362E8-T67Tg48ke8oK_client."
PetSite,AWS::StepFunctions::StateMachine,latency,0.069288316,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine']",2_9,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.069288316 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: PetSite, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.069288316, Root Cause: AWS::StepFunctions::StateMachine."
PetSearch_AWS::ECS::Fargate,PetSearch_client,latency,0.042730043,latency_p99,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",1_31,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.042730043 was detected. Root Cause Node: PetSearch_client, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.042730043, Root Cause: PetSearch_client."
PetSearch_AWS::ECS::Fargate,PetSearch_client,latency,0.120297232,latency_Average,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",0_42,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to petInfo_AWS::DynamoDB::Table.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.120297232 was detected. Root Cause Node: PetSearch_client, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.120297232, Root Cause: PetSearch_client."
petInfo_AWS::DynamoDB::Table,lambdastatusupdater_AWS::Lambda::Function,latency,0.068758571,latency_p99,"['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']",2_16,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to petInfo_AWS::DynamoDB::Table.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.068758571 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda::Function, Target Node: petInfo_AWS::DynamoDB::Table, Affected Metric: latency_p99. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.068758571, Root Cause: lambdastatusupdater_AWS::Lambda::Function."
AWS::StepFunctions::StateMachine,PetSite,latency,0.109575808,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine']",2_10,The path of the issue is from PetSite to AWS::StepFunctions::StateMachine.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.109575808 was detected. Root Cause Node: PetSite, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.109575808, Root Cause: PetSite."
lambda_step_priceGreaterThan55_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.099965536,latency_p90,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",1_43,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceGreaterThan55_AWS::Lambda.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.099965536 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_priceGreaterThan55_AWS::Lambda, Affected Metric: latency_p90. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.099965536, Root Cause: AWS::StepFunctions::StateMachine."
PetSite,SimpleNotificationService_AWS::SimpleNotificationService,latency,0.123486804,availability_Average,"['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']",1_8,The path of the issue is from PetSite to SimpleNotificationService_AWS::SimpleNotificationService.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.123486804 was detected. Root Cause Node: SimpleNotificationService_AWS::SimpleNotificationService, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'SimpleNotificationService_AWS::SimpleNotificationService']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.123486804, Root Cause: SimpleNotificationService_AWS::SimpleNotificationService."
lambdastatusupdater_AWS::Lambda::Function,invalid_AWS::DynamoDB::Table,latency,0.110943337,latency_p99,"['lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']",2_44,The path of the issue is from lambdastatusupdater_AWS::Lambda::Function to invalid_AWS::DynamoDB::Table.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.110943337 was detected. Root Cause Node: invalid_AWS::DynamoDB::Table, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['lambdastatusupdater_AWS::Lambda::Function', 'invalid_AWS::DynamoDB::Table']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.110943337, Root Cause: invalid_AWS::DynamoDB::Table."
PetSearch_client,PetSearch_AWS::ECS::Fargate,latency,0.041660541,latency_p95,"['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",0_6,"The path of the issue is from PetSearch_client, through PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.041660541 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: PetSearch_client, Affected Metric: latency_p95. Path: ['PetSearch_client', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.041660541, Root Cause: PetSearch_AWS::ECS::Fargate."
PetSearch_AWS::ECS::Fargate,petlistadoptions_AWS::ECS::Fargate,latency,0.080154639,latency_p99,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']",0_2,The path of the issue is from petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate.,2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.080154639 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_p99. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.080154639, Root Cause: petlistadoptions_AWS::ECS::Fargate."
PetSearch_AWS::ECS::Fargate,petInfo_AWS::DynamoDB::Table,latency,0.119255293,latency_Average,"['PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']",1_30,The path of the issue is from PetSearch_AWS::ECS::Fargate to petInfo_AWS::DynamoDB::Table.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.119255293 was detected. Root Cause Node: petInfo_AWS::DynamoDB::Table, Target Node: PetSearch_AWS::ECS::Fargate, Affected Metric: latency_Average. Path: ['PetSearch_AWS::ECS::Fargate', 'petInfo_AWS::DynamoDB::Table']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.119255293, Root Cause: petInfo_AWS::DynamoDB::Table."
PetSite,lambda_step_readDDB_AWS::Lambda,latency,0.104625487,latency_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']",2_40,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_readDDB_AWS::Lambda.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.104625487 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: PetSite, Affected Metric: latency_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.104625487, Root Cause: lambda_step_readDDB_AWS::Lambda."
PetSite,lambda_step_priceLessThan55_AWS::Lambda,latency,0.074080786,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_5,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.074080786 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda, Target Node: PetSite, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.074080786, Root Cause: lambda_step_priceLessThan55_AWS::Lambda."
lambdastatusupdater_AWS::Lambda::Function,lambdastatusupdater_AWS::Lambda,latency,0.083424079,latency_p99,"['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",0_41,"The path of the issue is from PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, through lambdastatusupdater_AWS::Lambda, to lambdastatusupdater_AWS::Lambda::Function.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.083424079 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p99. Path: ['PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.083424079, Root Cause: lambdastatusupdater_AWS::Lambda."
AWS::StepFunctions::StateMachine,StepFnStateMachine76D362E8-T67Tg48ke8oK_client,latency,0.097109598,latency_p99,"['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']",0_3,"The path of the issue is from StepFnStateMachine76D362E8-T67Tg48ke8oK_client, through AWS::StepFunctions::StateMachine, to lambda_step_priceLessThan55_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.097109598 was detected. Root Cause Node: StepFnStateMachine76D362E8-T67Tg48ke8oK_client, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: latency_p99. Path: ['StepFnStateMachine76D362E8-T67Tg48ke8oK_client', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.097109598, Root Cause: StepFnStateMachine76D362E8-T67Tg48ke8oK_client."
lambda_step_readDDB_AWS::Lambda,AWS::StepFunctions::StateMachine,latency,0.065588863,latency_p50,"['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",2_38,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function, to lambda_step_readDDB.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.065588863 was detected. Root Cause Node: AWS::StepFunctions::StateMachine, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p50. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.065588863, Root Cause: AWS::StepFunctions::StateMachine."
petlistadoptions_AWS::ECS::Fargate,PetSite,latency,0.119715841,latency_p95,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",2_17,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.119715841 was detected. Root Cause Node: PetSite, Target Node: petlistadoptions_AWS::ECS::Fargate, Affected Metric: latency_p95. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.119715841, Root Cause: PetSite."
lambda_step_readDDB_AWS::Lambda,DynamoDB_AWS::DynamoDB,latency,0.096131058,latency_p99,"['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",0_20,"The path of the issue is from lambda_step_readDDB_AWS::Lambda, through lambda_step_readDDB_AWS::Lambda::Function to lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.096131058 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: lambda_step_readDDB_AWS::Lambda, Affected Metric: latency_p99. Path: ['lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.096131058, Root Cause: DynamoDB_AWS::DynamoDB."
execute-api.us-west-2.amazonaws.com_remote,payforadoption_AWS::ECS::Container,latency,0.034067252,latency_p90,"['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']",1_17,The path of the issue is from payforadoption_AWS::ECS::Container to execute-api.us-west-2.amazonaws.com_remote.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.034067252 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: execute-api.us-west-2.amazonaws.com_remote, Affected Metric: latency_p90. Path: ['payforadoption_AWS::ECS::Container', 'execute-api.us-west-2.amazonaws.com_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.034067252, Root Cause: payforadoption_AWS::ECS::Container."
lambda_step_readDDB_AWS::Lambda::Function,DynamoDB_AWS::DynamoDB,latency,0.11793618,latency_p50,"['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']",0_18,"The path of the issue is from lambda_step_readDDB_AWS::Lambda::Function, through lambda_step_readDDB, to DynamoDB_AWS::DynamoDB.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.11793618 was detected. Root Cause Node: DynamoDB_AWS::DynamoDB, Target Node: lambda_step_readDDB_AWS::Lambda::Function, Affected Metric: latency_p50. Path: ['lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB', 'DynamoDB_AWS::DynamoDB']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.11793618, Root Cause: DynamoDB_AWS::DynamoDB."
AWS::StepFunctions::StateMachine,lambda_step_priceGreaterThan55_AWS::Lambda,latency,0.070515163,availability_Average,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']",2_12,The path of the issue is from AWS::StepFunctions::StateMachine to lambda_step_priceGreaterThan55_AWS::Lambda.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.070515163 was detected. Root Cause Node: lambda_step_priceGreaterThan55_AWS::Lambda, Target Node: AWS::StepFunctions::StateMachine, Affected Metric: availability_Average. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceGreaterThan55_AWS::Lambda']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.070515163, Root Cause: lambda_step_priceGreaterThan55_AWS::Lambda."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,PetSearch_AWS::ECS::Fargate,latency,0.039219077,latency_p95,"['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_40,"The path of the issue is from petlistadoptions_AWS::ECS::Fargate, through PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.039219077 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p95. Path: ['petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.039219077, Root Cause: PetSearch_AWS::ECS::Fargate."
lambdastatusupdater_AWS::Lambda::Function,lambdastatusupdater_AWS::Lambda,latency,0.034218047,latency_p90,"['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']",2_39,The path of the issue is from lambdastatusupdater_AWS::Lambda to lambdastatusupdater_AWS::Lambda::Function.,2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.034218047 was detected. Root Cause Node: lambdastatusupdater_AWS::Lambda, Target Node: lambdastatusupdater_AWS::Lambda::Function, Affected Metric: latency_p90. Path: ['lambdastatusupdater_AWS::Lambda', 'lambdastatusupdater_AWS::Lambda::Function']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.034218047, Root Cause: lambdastatusupdater_AWS::Lambda."
169.254.170.2_remote,PetSearch_AWS::ECS::Fargate,latency,0.091498772,latency_p95,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']",1_24,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to 169.254.170.2_remote.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.091498772 was detected. Root Cause Node: PetSearch_AWS::ECS::Fargate, Target Node: 169.254.170.2_remote, Affected Metric: latency_p95. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', '169.254.170.2_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.091498772, Root Cause: PetSearch_AWS::ECS::Fargate."
lambda_step_priceLessThan55,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.121364614,latency_p50,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']",2_41,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_priceLessThan55_AWS::Lambda to lambda_step_priceLessThan55_AWS::Lambda::Function, to lambda_step_priceLessThan55.",2023-04-19 5:07,"On 2023-04-19 5:07, a latency issue with severity 0.121364614 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55, Affected Metric: latency_p50. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function', 'lambda_step_priceLessThan55']","On 2023-04-19 5:07, a latency issue was detected. Severity: 0.121364614, Root Cause: lambda_step_priceLessThan55_AWS::Lambda::Function."
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,petlistadoptions_AWS::ECS::Fargate,latency,0.09461717,latency_p99,"['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']",1_19,"The path of the issue is from petlistadoptions_client, through petlistadoptions_AWS::ECS::Fargate to PetSearch_AWS::ECS::Fargate, to AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.09461717 was detected. Root Cause Node: petlistadoptions_AWS::ECS::Fargate, Target Node: AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement, Affected Metric: latency_p99. Path: ['petlistadoptions_client', 'petlistadoptions_AWS::ECS::Fargate', 'PetSearch_AWS::ECS::Fargate', 'AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.09461717, Root Cause: petlistadoptions_AWS::ECS::Fargate."
lambda_step_priceLessThan55_AWS::Lambda,lambda_step_priceLessThan55_AWS::Lambda::Function,latency,0.121670018,latency_Average,"['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']",1_9,"The path of the issue is from AWS::StepFunctions::StateMachine, through lambda_step_priceLessThan55_AWS::Lambda, to lambda_step_priceLessThan55_AWS::Lambda::Function.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.121670018 was detected. Root Cause Node: lambda_step_priceLessThan55_AWS::Lambda::Function, Target Node: lambda_step_priceLessThan55_AWS::Lambda, Affected Metric: latency_Average. Path: ['AWS::StepFunctions::StateMachine', 'lambda_step_priceLessThan55_AWS::Lambda', 'lambda_step_priceLessThan55_AWS::Lambda::Function']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.121670018, Root Cause: lambda_step_priceLessThan55_AWS::Lambda::Function."
PGSQL Query_remote,PetSite,latency,0.082132836,latency_Average,"['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']",1_47,"The path of the issue is from PetSite, through petlistadoptions_AWS::ECS::Fargate, to PGSQL Query_remote.",2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.082132836 was detected. Root Cause Node: PetSite, Target Node: PGSQL Query_remote, Affected Metric: latency_Average. Path: ['PetSite', 'petlistadoptions_AWS::ECS::Fargate', 'PGSQL Query_remote']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.082132836, Root Cause: PetSite."
lambda_step_readDDB,lambda_step_readDDB_AWS::Lambda,latency,0.10751138,availability_Average,"['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']",0_24,"The path of the issue is from PetSite, through AWS::StepFunctions::StateMachine to lambda_step_readDDB_AWS::Lambda to lambda_step_readDDB_AWS::Lambda::Function, to lambda_step_readDDB.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.10751138 was detected. Root Cause Node: lambda_step_readDDB_AWS::Lambda, Target Node: lambda_step_readDDB, Affected Metric: availability_Average. Path: ['PetSite', 'AWS::StepFunctions::StateMachine', 'lambda_step_readDDB_AWS::Lambda', 'lambda_step_readDDB_AWS::Lambda::Function', 'lambda_step_readDDB']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.10751138, Root Cause: lambda_step_readDDB_AWS::Lambda."
lambdastatusupdater_AWS::Lambda,payforadoption_AWS::ECS::Container,latency,0.070184069,latency_p50,"['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']",0_33,"The path of the issue is from payforadoption_AWS::ECS::Container, through PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage, to lambdastatusupdater_AWS::Lambda.",2023-04-18 22:02,"On 2023-04-18 22:02, a latency issue with severity 0.070184069 was detected. Root Cause Node: payforadoption_AWS::ECS::Container, Target Node: lambdastatusupdater_AWS::Lambda, Affected Metric: latency_p50. Path: ['payforadoption_AWS::ECS::Container', 'PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage', 'lambdastatusupdater_AWS::Lambda']","On 2023-04-18 22:02, a latency issue was detected. Severity: 0.070184069, Root Cause: payforadoption_AWS::ECS::Container."
lambda_step_priceGreaterThan55,Evidently_AWS::Evidently,latency,0.085187166,latency_p95,"['lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']",1_42,The path of the issue is from lambda_step_priceGreaterThan55 to Evidently_AWS::Evidently.,2023-04-18 21:32,"On 2023-04-18 21:32, a latency issue with severity 0.085187166 was detected. Root Cause Node: Evidently_AWS::Evidently, Target Node: lambda_step_priceGreaterThan55, Affected Metric: latency_p95. Path: ['lambda_step_priceGreaterThan55', 'Evidently_AWS::Evidently']","On 2023-04-18 21:32, a latency issue was detected. Severity: 0.085187166, Root Cause: Evidently_AWS::Evidently."
